,sign,freq,city,format,state,geometry
5705,KFAC,105.50000000000024,"Twisp, WA",Variety,WA,
5706,KFAE,89.10000000000001,"Richland, WA",Public Radio,WA,
5707,KFAH,99.10000000000015,"Pineland, TX",Adult Contemporary,TX,
5708,KFAI,90.30000000000003,"Minneapolis, MN",Variety,MN,
5709,KFAN,107.90000000000028,"Johnson City, TX",Adult Album Alternative,TX,
5710,KFAT,92.90000000000006,"Anchorage, AK",Top-40,AK,
5711,KFAV,99.90000000000016,"Warrenton, MO",Country,MO,
5712,KFBA,104.90000000000023,"Bakersfield, CA",Spanish Christian,CA,
5713,KFBD,97.90000000000013,"Waynesville, MO",Adult Contemporary,MO,
5714,KFBG,100.70000000000017,"San Diego, CA",Adult Hits,CA,
5715,KFBK,93.10000000000007,"Pollock Pines, CA",News/Talk,CA,
5716,KFBN,88.7,"Fargo, ND",Religious,ND,
5717,KFBR,91.50000000000004,"Gerlach, NV",Variety,NV,
5718,KFBT,103.70000000000022,"Hanford, CA",Urban Contemporary,CA,
5719,KFBW,105.90000000000025,"Vancouver, WA",Rock,WA,
5720,KFBZ,105.30000000000024,"Haysville, KS",Hot AC,KS,
5721,KFCA,88.1,"Aberdeen, SD",Religious,SD,
5722,KFCB,105.10000000000024,"Douglas, WY",Religious,WY,
5723,KFCC,97.90000000000013,"Mission, TX",Spanish Christian,TX,
5724,KFCE,95.5000000000001,"Wills Point, TX",Variety,TX,
5725,KFCF,88.1,"Fresno, CA",Variety,CA,
5726,KFCJ,88.1,"Fidelity, MO",Unknown Format,MO,
5727,KFCM,98.30000000000014,"Cherokee Village, AR",Oldies,AR,
5728,KFCO,107.10000000000026,"Bennett, CO",Hip-Hop,CO,
5729,KFCV,90.50000000000003,"Dixon, MO",Religious,MO,
5730,KFCW,93.10000000000007,"Riverton, WY",Classic Rock,WY,
5731,KFDG,95.9000000000001,"Las Vegas, NV",Spanish Christian,NV,
5732,KFDI,101.30000000000018,"Wichita, KS",Country,KS,
5733,KFDJ,90.50000000000003,"Glendale, UT",Religious,UT,
5734,KFDP,93.50000000000007,"Bloomfield, NM",Variety,NM,
5735,KFDS,92.50000000000006,"Mountain Grove, MO",Country,MO,
5736,KFEB,107.50000000000027,"Campbell, MO",Top-40,MO,
5737,KFEG,104.70000000000023,"Klamath Falls, OR",Classic Rock,OR,
5738,KFEP,99.10000000000015,"Los Angeles, CA",Public Radio,CA,
5739,KFER,89.90000000000002,"Santa Cruz, CA",Religious,CA,
5740,KFEX,93.10000000000007,"Chanute, KS",Christian Contemporary,KS,
5741,KFEZ,101.30000000000018,"Walsenburg, CO",80's Rock,CO,
5742,KFFA,103.10000000000021,"Helena, AR",Classic Rock,AR,
5743,KFFB,106.10000000000025,"Fairfield Bay, AR",Nostalgia,AR,
5744,KFFD,98.30000000000014,"Beaverton, OR",Variety,OR,
5745,KFFF,93.30000000000007,"Bennington, NE",Classic Country,NE,
5746,KFFH,93.70000000000007,"North Little Rock, AR",Unknown Format,AR,
5747,KFFI,103.10000000000021,"Boise, ID",Tropical,ID,
5748,KFFM,107.30000000000027,"Yakima, WA",Top-40,WA,
5749,KFFP,90.30000000000003,"Portland, OR",Variety,OR,
5750,KFFR,88.3,"Winter Park, CO",Variety,CO,
5751,KFFW,107.70000000000027,"Atwater, CA",Spanish Christian,CA,
5752,KFFX,104.90000000000023,"Emporia, KS",Hot AC,KS,
5753,KFGB,97.70000000000013,"Topeka, KS",Christian Contemporary,KS,
5754,KFGD,92.50000000000006,"Fresno, CA",Travelers' Information,CA,
5755,KFGE,98.10000000000014,"Milford, NE",Country,NE,
5756,KFGG,101.90000000000019,"Marble Falls, TX",Religious,TX,
5757,KFGI,101.50000000000018,"Crosby, MN",Adult Hits,MN,
5758,KFGL,88.1,"Butte, MT",Religious,MT,
5759,KFGM,101.50000000000018,"Frenchtown, MT",Variety,MT,
5760,KFGO,104.70000000000023,"Hope, ND",News/Talk,ND,
5761,KFGR,88.1,"Powell, WY",Religious,WY,
5762,KFGY,92.90000000000006,"Healdsburg, CA",Country,CA,
5763,KFHC,88.1,"Ponca, NE",Religious,NE,
5764,KFHL,91.70000000000005,"Wasco, CA",Religious,CA,
5765,KFHM,88.7,"Big Bear City, CA",Christian Contemporary,CA,
5766,KFHW,101.10000000000018,"Billings, MT",Variety,MT,
5767,KFII,92.30000000000005,"Hugo, CO",Classic Hits,CO,
5768,KFIL,103.10000000000021,"Chatfield, MN",Country,MN,
5769,KFIM,102.1000000000002,"Carroll, IA",Christian Contemporary,IA,
5770,KFIN,107.90000000000028,"Jonesboro, AR",Country,AR,
5771,KFIP,107.30000000000027,"Kailua-Kona, HI",Religious,HI,
5772,KFIS,101.30000000000018,"Oatman, AZ",Christian Contemporary,AZ,
5773,KFIX,96.90000000000012,"Plainville, KS",Classic Rock,KS,
5774,KFJC,89.70000000000002,"Los Altos, CA",College,CA,
5775,KFJM,90.70000000000003,"Grand Forks, ND",Adult Album Alternative,ND,
5776,KFJS,90.10000000000002,"North Platte, NE",Religious,NE,
5777,KFKF,94.10000000000008,"Kansas City, KS",Country,KS,
5778,KFLB,88.1,"Stanton, TX",Religious,TX,
5779,KFLF,91.30000000000004,"Somers, MT",Christian Contemporary,MT,
5780,KFLG,94.70000000000009,"Big River, CA",Country,CA,
5781,KFLH,96.10000000000011,"Chama, NM",Classic Hits,NM,
5782,KFLI,104.70000000000023,"Des Arc, AR",Classic Hits,AR,
5783,KFLK,88.1,"Minot, ND",Religious,ND,
5784,KFLO,90.90000000000003,"Minden, LA",Christian Contemporary,LA,
5785,KFLP,106.10000000000025,"Floydada, TX",Americana,TX,
5786,KFLQ,91.50000000000004,"Albuquerque, NM",Religious,NM,
5787,KFLR,90.30000000000003,"Phoenix, AZ",Religious,AZ,
5788,KFLS,96.50000000000011,"Tulelake, CA",Country,CA,
5789,KFLT,104.10000000000022,"Tucson, AZ",Religious,AZ,
5790,KFLV,89.90000000000002,"Wilber, NE",Christian Contemporary,NE,
5791,KFLW,98.90000000000015,"Saint Robert, MO",Hot AC,MO,
5792,KFLX,92.50000000000006,"Chino Valley, AZ",80's Rock,AZ,
5793,KFLY,101.50000000000018,"Corvallis, OR",Country,OR,
5794,KFMA,102.1000000000002,"Oro Valley, AZ",Rock,AZ,
5795,KFMC,106.50000000000026,"Fairmont, MN",Classic Hits,MN,
5796,KFMG,98.90000000000015,"Des Moines, IA",Adult Album Alternative,IA,
5797,KFMH,101.90000000000019,"Belle Fourche, SD",Classic Hits,SD,
5798,KFMI,96.30000000000011,"Eureka, CA",Top-40,CA,
5799,KFMJ,99.90000000000016,"Ketchikan, AK",Classic Hits,AK,
5800,KFMK,105.90000000000025,"Round Rock, TX",Christian Contemporary,TX,
5801,KFML,94.10000000000008,"Little Falls, MN",Rock,MN,
5802,KFMM,99.10000000000015,"Virden, NM",Classic Rock,NM,
5803,KFMN,96.90000000000012,"Lihue, HI",Adult Contemporary,HI,
5804,KFMP,88.3,"Meade, KS",Religious,KS,
5805,KFMQ,106.10000000000025,"Gallup, NM",Rock,NM,
5806,KFMR,97.30000000000013,"Central Heights-Midl, AZ",Classic Rock,AZ,
5807,KFMT,105.50000000000024,"Fremont, NE",Adult Contemporary,NE,
5808,KFMU,104.10000000000022,"Oak Creek, CO",Adult Album Alternative,CO,
5809,KFMW,107.90000000000028,"Waterloo, IA",Rock,IA,
5810,KFMX,94.50000000000009,"Lubbock, TX",Rock,TX,
5811,KFNC,97.50000000000013,"Mont Belvieu, TX",Sports,TX,
5812,KFND,98.30000000000014,"Rapid City, SD",Religious,SD,
5813,KFNF,101.10000000000018,"Oberlin, KS",Country,KS,
5814,KFNL,104.30000000000022,"Spring Valley, MN",Classic Hits,MN,
5815,KFNO,90.30000000000003,"Fresno, CA",Religious,CA,
5816,KFNP,99.50000000000016,"North Pole, AK",Religious,AK,
5817,KFNS,100.70000000000017,"Troy, MO",Rock,MO,
5818,KFNV,107.10000000000026,"Ferriday, LA",Classic Hits,LA,
5819,KFNW,97.90000000000013,"Fargo, ND",Christian Contemporary,ND,
5820,KFNZ,96.50000000000011,"Kansas City, MO",Sports,MO,
5821,KFOH,99.30000000000015,"Saint Joseph, MO",Alternative,MO,
5822,KFOI,90.90000000000003,"Red Bluff, CA",Variety,CA,
5823,KFOK,95.1000000000001,"Georgetown, CA",Variety,CA,
5824,KFOM,88.7,"Stanton, IA",Religious,IA,
5825,KFOO,96.10000000000011,"Opportunity, WA",Alternative,WA,
5826,KFOS,89.90000000000002,"Coloma, CA",Unknown Format,CA,
5827,KFPP,93.30000000000007,"Woodward, OK",Religious,OK,
5828,KFPR,88.9,"Redding, CA",Public Radio,CA,
5829,KFPS,88.1,"False Pass, AK",Public Radio,AK,
5830,KFPW,94.50000000000009,"Barling, AR",Rock,AR,
5831,KFQM,101.50000000000018,"Los Angeles, CA",Spanish Christian,CA,
5832,KFRB,91.30000000000004,"Bakersfield, CA",Religious,CA,
5833,KFRC,106.90000000000026,"San Francisco, CA",News,CA,
5834,KFRD,88.9,"Butte, MT",Religious,MT,
5835,KFRG,95.1000000000001,"San Bernardino, CA",Country,CA,
5836,KFRI,88.7,"West Odessa, TX",Christian Contemporary,TX,
5837,KFRO,99.70000000000016,"Cuney, TX",Classic Hits,TX,
5838,KFRQ,94.50000000000009,"Harlingen, TX",Classic Rock,TX,
5839,KFRR,104.10000000000022,"Woodlake, CA",Alternative,CA,
5840,KFRS,89.90000000000002,"Soledad, CA",Religious,CA,
5841,KFRX,106.30000000000025,"Lincoln, NE",Top-40,NE,
5842,KFRY,89.90000000000002,"Pueblo, CO",Religious,CO,
5843,KFRZ,92.10000000000005,"Green River, WY",Country,WY,
5844,KFSE,106.90000000000026,"Kasilof, AK",Rock,AK,
5845,KFSH,88.9,"Klamath Falls, OR",Christian Contemporary,OR,
5846,KFSI,92.90000000000006,"Rochester, MN",Religious,MN,
5847,KFSK,100.90000000000018,"Petersburg, AK",Public Radio,AK,
5848,KFSL,99.50000000000016,"Fossil, OR",Variety,OR,
5849,KFSO,92.90000000000006,"Visalia, CA",Spanish Hits,CA,
5850,KFSR,90.70000000000003,"Fresno, CA",College,CA,
5851,KFSS,94.50000000000009,"Joplin, MO",Religious,MO,
5852,KFST,94.30000000000008,"Fort Stockton, TX",Country,TX,
5853,KFSZ,106.10000000000025,"Munds Park, AZ",Top-40,AZ,
5854,KFTE,105.10000000000024,"Abbeville, LA",Classic Rock,LA,
5855,KFTG,88.1,"Pasadena, TX",Spanish Christian,TX,
5856,KFTK,97.10000000000012,"Florissant, MO",Talk,MO,
5857,KFTN,92.70000000000006,"Fenton, MO",Grade School (K-12),MO,
5858,KFTT,88.5,"Penn Valley, CA",Oldies,CA,
5859,KFTX,97.50000000000013,"Kingsville, TX",Country,TX,
5860,KFTZ,103.30000000000021,"Idaho Falls, ID",Top-40,ID,
5861,KFUE,106.70000000000026,"Buckeye, AZ",Spanish Hits,AZ,
5862,KFUG,101.10000000000018,"Crescent City, CA",Variety,CA,
5863,KFUR,101.10000000000018,"Saint George, UT",Regional Mexican,UT,
5864,KFUZ,103.30000000000021,"Clarkston, WA",Religious,WA,
5865,KFWA,103.10000000000021,"Weldona, CO",Christian Contemporary,CO,
5866,KFWG,98.30000000000014,"Clinton, OK",Religious,OK,
5867,KFWR,95.9000000000001,"Jacksboro, TX",Country,TX,
5868,KFXE,96.50000000000011,"Ingram, TX",Classic Rock,TX,
5869,KFXH,88.7,"Marlow, OK",Religious,OK,
5870,KFXI,92.10000000000005,"Marlow, OK",Country,OK,
5871,KFXJ,104.50000000000023,"Augusta, KS",Classic Rock,KS,
5872,KFXM,94.10000000000008,"Cherry Valley, CA",Classic Country,CA,
5873,KFXN,100.30000000000017,"Minneapolis, MN",Sports,MN,
5874,KFXP,98.70000000000014,"Wenatchee, WA",Religious,WA,
5875,KFXR,107.30000000000027,"Chinle, AZ",Country,AZ,
5876,KFXS,100.30000000000017,"Rapid City, SD",Classic Rock,SD,
5877,KFXT,90.70000000000003,"Sulphur, OK",Religious,OK,
5878,KFXU,90.50000000000003,"Chickasha, OK",Religious,OK,
5879,KFXX,99.50000000000016,"Klamath Falls, OR",Classic Hits,OR,
5880,KFXZ,105.90000000000025,"Opelousas, LA",Urban Contemporary,LA,
5881,KFYL,94.30000000000008,"La Grande, OR",Religious,OR,
5882,KFYN,104.30000000000022,"Detroit, TX",Country,TX,
5883,KFYV,105.50000000000024,"Ojai, CA",Top-40,CA,
5884,KFZE,104.30000000000022,"Daniel, WY",Country,WY,
5885,KFZO,99.10000000000015,"Denton, TX",Regional Mexican,TX,
5886,KFZX,102.1000000000002,"Gardendale, TX",Classic Hits,TX,
5887,KGAA,91.30000000000004,"Glennallen, AK",Unknown Format,AK,
5888,KGAC,91.50000000000004,"Saint Peter, MN",Classical,MN,
5889,KGAM,106.30000000000025,"Merced, CA",Spanish Hits,CA,
5890,KGAP,96.70000000000012,"Los Angeles, CA",Variety,CA,
5891,KGAR,93.30000000000007,"Lemoore, CA",Grade School (K-12),CA,
5892,KGAS,104.30000000000022,"Carthage, TX",Country,TX,
5893,KGAY,92.10000000000005,"Thermal, CA",Dance,CA,
5894,KGB,101.50000000000018,"San Diego, CA",Classic Rock,CA,
5895,KGBA,100.10000000000016,"Holtville, CA",Religious,CA,
5896,KGBB,103.90000000000022,"Edwards, CA",Adult Hits,CA,
5897,KGBI,100.70000000000017,"Omaha, NE",Christian Contemporary,NE,
5898,KGBK,98.90000000000015,"Larned, KS",Classic Country,KS,
5899,KGBL,100.90000000000018,"Lakin, KS",Country,KS,
5900,KGBR,92.70000000000006,"Gold Beach, OR",Classic Hits,OR,
5901,KGBT,98.50000000000014,"McAllen, TX",Regional Mexican,TX,
5902,KGBV,90.70000000000003,"Hardin, TX",Religious,TX,
5903,KGBX,105.90000000000025,"Nixa, MO",Adult Contemporary,MO,
5904,KGBZ,102.5000000000002,"Madras, OR",Spanish Christian,OR,
5905,KGCA,106.90000000000026,"Tumon, GU",Religious,GU,
5906,KGCB,89.50000000000001,"Wray, CO",Christian Contemporary,CO,
5907,KGCC,99.90000000000016,"Gillette, WY",Classic Rock,WY,
5908,KGCD,90.30000000000003,"Wray, CO",Christian Contemporary,CO,
5909,KGCE,107.90000000000028,"Modesto, CA",Religious,CA,
5910,KGCG,93.90000000000008,"Blanchard, OK",Gospel Music,OK,
5911,KGCL,90.90000000000003,"Jordan Valley, OR",Spanish Christian,OR,
5912,KGCM,90.90000000000003,"Three Forks, MT",Religious,MT,
5913,KGCN,91.70000000000005,"Roswell, NM",Spanish Christian,NM,
5914,KGCO,107.90000000000028,"Crete, NE",Variety,NE,
5915,KGCR,107.70000000000027,"Goodland, KS",Christian Contemporary,KS,
5916,KGCX,93.10000000000007,"Sidney, MT",Classic Rock,MT,
5917,KGCY,89.10000000000001,"Cheyenne Wells, CO",Christian Contemporary,CO,
5918,KGDA,102.3000000000002,"Fort Smith, AR",Spanish Christian,AR,
5919,KGDL,92.10000000000005,"Trent, TX",Religious,TX,
5920,KGDM,105.30000000000024,"Merced, CA",Religious,CA,
5921,KGDN,101.30000000000018,"Pasco, WA",Religious,WA,
5922,KGDP,90.50000000000003,"Santa Maria, CA",Religious,CA,
5923,KGDQ,96.50000000000011,"Mc Allen, TX",Spanish Christian,TX,
5924,KGEL,92.50000000000006,"Jasper, OR",Religious,OR,
5925,KGEN,94.50000000000009,"Hanford, CA",Regional Mexican,CA,
5926,KGFA,90.70000000000003,"Great Falls, MT",Christian Contemporary,MT,
5927,KGFC,88.9,"Great Falls, MT",Religious,MT,
5928,KGFJ,88.1,"Belt, MT",Religious,MT,
5929,KGFM,101.50000000000018,"Bakersfield, CA",Adult Hits,CA,
5930,KGFN,89.10000000000001,"Goldfield, NV",Country,NV,
5931,KGFT,100.70000000000017,"Pueblo, CO",Religious,CO,
5932,KGFX,92.70000000000006,"Pierre, SD",Top-40,SD,
5933,KGFY,105.50000000000024,"Stillwater, OK",Country,OK,
5934,KGFZ,97.70000000000013,"Burke, TX",Spanish Christian,TX,
5935,KGGA,88.1,"Gallup, NM",Public Radio,NM,
5936,KGGB,96.30000000000011,"Yorktown, TX",Regional Mexican,TX,
5937,KGGF,104.10000000000022,"Fredonia, KS",Classic Hits,KS,
5938,KGGI,99.10000000000015,"Riverside, CA",Top-40,CA,
5939,KGGL,93.30000000000007,"Missoula, MT",Country,MT,
5940,KGGM,93.90000000000008,"Delhi, LA",Oldies,LA,
5941,KGGN,102.5000000000002,"Hemet, CA",Christian Contemporary,CA,
5942,KGGO,94.90000000000009,"Des Moines, IA",Classic Rock,IA,
5943,KGGV,95.1000000000001,"Guerneville, CA",Variety,CA,
5944,KGGY,88.9,"Gregory, SD",Religious,SD,
5945,KGHF,99.70000000000016,"Belle Plaine, KS",Classic Country,KS,
5946,KGHI,91.10000000000004,"Westport, WA",Variety,WA,
5947,KGHO,99.90000000000016,"Hoquiam, WA",Oldies,WA,
5948,KGHP,89.90000000000002,"Gig Harbor, WA",Grade School (K-12),WA,
5949,KGHR,91.30000000000004,"Tuba City, AZ",Native American,AZ,
5950,KGHT,100.50000000000017,"El Jebel, CO",Top-40,CO,
5951,KGHV,92.70000000000006,"Long Creek, OR",Unknown Format,OR,
5952,KGHW,90.70000000000003,"Onida, SD",Religious,SD,
5953,KGHY,88.5,"Beaumont, TX",Gospel Music,TX,
5954,KGID,96.30000000000011,"Giddings, TX",Americana,TX,
5955,KGIF,88.1,"Tafuna, AS",Religious,AS,
5956,KGIG,104.90000000000023,"Modesto, CA",Public Radio,CA,
5957,KGIH,106.50000000000026,"Abilene, KS",Religious,KS,
5958,KGIL,98.50000000000014,"Johannesburg, CA",Country,CA,
5959,KGIM,103.70000000000022,"Redfield, SD",Country,SD,
5960,KGJN,106.70000000000026,"Grand Junction, CO",Weather,CO,
5961,KGJX,101.50000000000018,"Fruita, CO",Classic Hits,CO,
5962,KGKD,90.50000000000003,"Columbus, NE",Christian Contemporary,NE,
5963,KGKL,97.50000000000013,"San Angelo, TX",Country,TX,
5964,KGKS,93.90000000000008,"Scott City, MO",Adult Hits,MO,
5965,KGKV,88.1,"Doss, TX",Christian Contemporary,TX,
5966,KGLC,100.90000000000018,"Miami, OK",Classic Hits,OK,
5967,KGLE,91.90000000000005,"Glendive, MT",Religious,MT,
5968,KGLH,96.90000000000012,"Spicer, MN",Gospel Music,MN,
5969,KGLI,95.5000000000001,"Sioux City, IA",Adult Contemporary,IA,
5970,KGLK,107.50000000000027,"Lake Jackson, TX",Classic Rock,TX,
5971,KGLL,88.1,"Gillette, WY",Religious,WY,
5972,KGLM,97.70000000000013,"Anaconda, MT",Top-40,MT,
5973,KGLP,91.70000000000005,"Gallup, NM",Public Radio,NM,
5974,KGLS,99.10000000000015,"Tillamook, OR",Religious,OR,
5975,KGLT,91.90000000000005,"Bozeman, MT",Public Radio,MT,
5976,KGLU,89.30000000000001,"Wishram, WA",Religious,WA,
5977,KGLV,88.9,"Manhattan, KS",Christian Contemporary,KS,
5978,KGLX,99.10000000000015,"Gallup, NM",Country,NM,
5979,KGLY,91.30000000000004,"Tyler, TX",Religious,TX,
5980,KGLZ,89.10000000000001,"East Helena, MT",Public Radio,MT,
5981,KGMG,93.90000000000008,"Clovis, NM",Religious,NM,
5982,KGMN,100.10000000000016,"Kingman, AZ",Country,AZ,
5983,KGMO,100.70000000000017,"Cape Girardeau, MO",Classic Rock,MO,
5984,KGMX,106.30000000000025,"Lancaster, CA",Hot AC,CA,
5985,KGMZ,95.7000000000001,"San Francisco, CA",Sports,CA,
5986,KGNA,89.90000000000002,"Arnold, MO",Religious,MO,
5987,KGNC,97.90000000000013,"Amarillo, TX",Country,TX,
5988,KGNE,89.30000000000001,"Broken Bow, NE",Public Radio,NE,
5989,KGNI,88.7,"Gunnison, CO",Public Radio,CO,
5990,KGNN,90.30000000000003,"Cuba, MO",Religious,MO,
5991,KGNR,91.90000000000005,"John Day, OR",Religious,OR,
5992,KGNT,103.90000000000022,"Smithfield, UT",Classic Hits,UT,
5993,KGNU,88.5,"Boulder, CO",Public Radio,CO,
5994,KGNV,89.90000000000002,"Washington, MO",Religious,MO,
5995,KGNX,89.70000000000002,"Ballwin, MO",Religious,MO,
5996,KGNZ,88.1,"Abilene, TX",Christian Contemporary,TX,
5997,KGOD,94.10000000000008,"Tenaha, TX",Religious,TX,
5998,KGOH,89.10000000000001,"Colby, KS",Religious,KS,
5999,KGON,92.30000000000005,"Portland, OR",Classic Rock,OR,
6000,KGOR,99.90000000000016,"Omaha, NE",Classic Hits,NE,
6001,KGOT,101.30000000000018,"Anchorage, AK",Top-40,AK,
6002,KGOU,106.30000000000025,"Norman, OK",Public Radio,OK,
6003,KGOZ,101.70000000000019,"Gallatin, MO",Country,MO,
6004,KGPC,96.90000000000012,"Oakland, CA",Variety,CA,
6005,KGPF,91.10000000000004,"Sulphur Springs, TX",Spanish Christian,TX,
6006,KGPJ,92.90000000000006,"Grand Prairie, TX",Talk,TX,
6007,KGPL,88.1,"Crookston, MN",Unknown Format,MN,
6008,KGPQ,99.90000000000016,"Monticello, AR",Adult Contemporary,AR,
6009,KGPR,89.90000000000002,"Great Falls, MT",Public Radio,MT,
6010,KGPS,98.70000000000014,"Kingman, AZ",Religious,AZ,
6011,KGPW,91.90000000000005,"Caddo Valley, AR",Unknown Format,AR,
6012,KGPZ,106.70000000000026,"Grants Pass, OR",Christian Contemporary,OR,
6013,KGQD,102.7000000000002,"Kermit, TX",Religious,TX,
6014,KGRA,98.90000000000015,"Jefferson, IA",Country,IA,
6015,KGRB,94.30000000000008,"Jackson, CA",Regional Mexican,CA,
6016,KGRC,92.90000000000006,"Hannibal, MO",Top-40,MO,
6017,KGRD,105.30000000000024,"Orchard, NE",Christian Contemporary,NE,
6018,KGRE,102.1000000000002,"Estes Park, CO",Regional Mexican,CO,
6019,KGRH,88.1,"Loomis, SD",Christian Contemporary,SD,
6020,KGRI,88.1,"Lebanon, OR",Christian Contemporary,OR,
6021,KGRJ,89.90000000000002,"Chamberlain, SD",Christian Contemporary,SD,
6022,KGRK,98.50000000000014,"Glenrock, WY",Variety,WY,
6023,KGRL,89.30000000000001,"Miller, SD",Christian Contemporary,SD,
6024,KGRM,91.50000000000004,"Grambling, LA",College,LA,
6025,KGRP,89.70000000000002,"Grand Rapids, MN",Public Radio,MN,
6026,KGRR,97.30000000000013,"Epworth, IA",Rock,IA,
6027,KGRS,107.30000000000027,"Burlington, IA",Hot AC,IA,
6028,KGRT,103.90000000000022,"Las Cruces, NM",Country,NM,
6029,KGRU,89.50000000000001,"Burwell, NE",Christian Contemporary,NE,
6030,KGRW,94.70000000000009,"Friona, TX",Country,TX,
6031,KGSF,88.7,"Huntsville, AR",Religious,AR,
6032,KGSL,95.3000000000001,"Winona, MN",Hot AC,MN,
6033,KGSM,94.30000000000008,"Saint Mary's, AK",Religious,AK,
6034,KGSR,93.30000000000007,"Cedar Park, TX",Classic Hip-Hop,TX,
6035,KGSY,88.3,"McCall, ID",Christian Contemporary,ID,
6036,KGTC,93.10000000000007,"Oroville, WA",Christian Contemporary,WA,
6037,KGTM,98.10000000000014,"Shelley, ID",Hot AC,ID,
6038,KGTN,106.70000000000026,"Georgetown, TX",Variety,TX,
6039,KGTS,91.30000000000004,"College Place, WA",Christian Contemporary,WA,
6040,KGTW,106.70000000000026,"Ketchikan, AK",Country,AK,
6041,KGU,99.50000000000016,"Honolulu, HI",Religious,HI,
6042,KGUA,88.3,"Gualala, CA",Native American,CA,
6043,KGUD,90.70000000000003,"Longmont, CO",Easy Listening,CO,
6044,KGUM,105.10000000000024,"Dededo, GU",Classic Hits,GU,
6045,KGUS,99.10000000000015,"Gunnison, CO",Weather,CO,
6046,KGUY,91.30000000000004,"Guymon, OK",Public Radio,OK,
6047,KGVA,88.1,"Fort Belknap Agency, MT",Native American,MT,
6048,KGVE,99.30000000000015,"Grove, OK",Country,OK,
6049,KGVI,89.50000000000001,"Grangeville, ID",Religious,ID,
6050,KGVM,95.9000000000001,"Bozeman, MT",Variety,MT,
6051,KGVV,90.50000000000003,"Goltry, OK",Christian Contemporary,OK,
6052,KGWB,91.10000000000004,"Snyder, TX",College,TX,
6053,KGWD,94.50000000000009,"Sioux Falls, SD",Religious,SD,
6054,KGWO,89.50000000000001,"Ogallala, NE",Religious,NE,
6055,KGWP,91.10000000000004,"Pittsburg, TX",Spanish Christian,TX,
6056,KGWT,93.50000000000007,"George West, TX",Regional Mexican,TX,
6057,KGWY,100.70000000000017,"Gillette, WY",Country,WY,
6058,KGXG,99.30000000000015,"Victoria, TX",Spanish Christian,TX,
6059,KGXL,103.50000000000021,"Taylor, AZ",Top-40,AZ,
6060,KGXX,100.70000000000017,"Susanville, CA",Country,CA,
6061,KGXY,99.30000000000015,"Muir Beach, CA",Variety,CA,
6062,KGYA,90.50000000000003,"Grayling, AK",Public Radio,AK,
6063,KGYS,92.50000000000006,"Dewitt, IA",Religious,IA,
6064,KGZO,90.90000000000003,"Shafter, CA",Spanish Christian,CA,
6065,KHAB,97.50000000000013,"Hayden, ID",Unknown Format,ID,
6066,KHAK,98.10000000000014,"Cedar Rapids, IA",Country,IA,
6067,KHAM,103.10000000000021,"Britt, IA",Adult Contemporary,IA,
6068,KHAP,89.10000000000001,"Chico, CA",Religious,CA,
6069,KHAQ,98.50000000000014,"Maxwell, NE",Classic Rock,NE,
6070,KHAV,107.10000000000026,"Sabinal, TX",Regional Mexican,TX,
6071,KHAY,100.70000000000017,"Ventura, CA",Country,CA,
6072,KHAZ,99.50000000000016,"Hays, KS",Country,KS,
6073,KHBC,92.70000000000006,"Hilo, HI",Top-40,HI,
